name,status,ms,synonym,related,positive,negative,summary
نماد قنیشاح,A,1,"قنیشاح,ح. قند نیشابور",صنعت غذا و کشاورزی,"بورس,سهام,شاخص,قرارداد",,قند و شکر
نماد قهکمت,A,1,"قهکمت,قندهکمتان‌",صنعت غذا و کشاورزی,"بورس,سهام,شاخص,قرارداد",,قند و شکر
نماد قهکمتح,A,1,"قهکمتح,ح. قندهکمتان‌",صنعت غذا و کشاورزی,"بورس,سهام,شاخص,قرارداد",,قند و شکر
نماد کابگن,A,1,"کابگن,آبگینه‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کابگنح,A,1,"کابگنح,ح. آبگینه‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کاذر,A,1,"کاذر,فرآورده‌های‌نسوزآذر,",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کاذرح,A,1,"کاذرح,ح. فرآورده‌های‌نسوزآذر",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کاصفا,A,1,"کاصفا,کاشی‌ اصفهان‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کاصفاح,A,1,"کاصفاح,ح. کاشی‌ اصفهان‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کاما,A,1,"کاما,باما",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کاماح,A,1,"کاماح,ح. باما",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کاوه,A,1,"فولاد کاوه,فولاد کاوه جنوب کیش",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,فلزات اساسی
نماد کایتا,A,1,"کایتا,ایتالران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کایتاح,A,1,"کایتاح,ح. ایتالران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کایگچ,A,1,"کایگچ,ایران‌ گچ‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,"سیمان, آهک و گچ"
نماد کایگچح,A,1,"کایگچح,ح. ایران‌ گچ‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,"سیمان, آهک و گچ"
نماد کبافق,A,1,"کبافق,معادن‌ بافق‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کبافقح,A,1,"کبافقح,ح. معادن‌ بافق‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کبورس,A,1,"کبورس,کارگزاران بورس اوراق بهادار",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,فعالیتهای کمکی به نهادهای مالی واسط
نماد کپارس,A,1,"کپارس,کاشی‌ پارس‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کپارسح,A,1,"کپارسح,ح. کاشی‌ پارس‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کپشیر,A,1,"کپشیر,پشم‌شیشه‌ایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کپشیرح,A,1,"کپشیرح,ح. پشم‌شیشه‌ایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کترام,A,1,"کترام,تولیدی‌ کاشی‌ تکسرام‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کترامح,A,1,"کترامح,ح. تولیدی‌ کاشی‌ تکسرام‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کچاد,A,1,"کچاد,معدنی‌وصنعتی‌چادرملو",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کچادح,A,1,"کچادح,ح. معدنی‌وصنعتی‌چادرملو",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کچینی,A,1,"کچینی,چینی‌ ایران","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کچینیح,A,1,"کچینیح,ح. چینی‌ ایران","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کحافظ,A,1,"کحافظ,کاشی‌ وسرامیک‌ حافظ‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کحافظح,A,1,"کحافظح,ح. کاشی‌ وسرامیک‌ حافظ‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کخاک,A,1,"کخاک,صنایع‌خاک‌چینی‌ایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کخاکح,A,1,"کخاکح,ح. صنایع‌خاک‌چینی‌ایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کدما,A,1,"کدما,معدنی‌ دماوند",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کدماح,A,1,"کدماح,ح. معدنی‌ دماوند",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کرازی,A,1,"کرازی,کارخانجات‌تولیدی‌شیشه‌رازی‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کرازیح,A,1,"کرازیح,ح. ‌تولیدی‌شیشه‌رازی‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کرماشا,A,1,"کرماشا,صنایع پتروشیمی کرمانشاه",صنعت شیمیایی و حلال‌ها,"بورس,سهام,شاخص,قرارداد",,محصولات شیمیایی
نماد کرماشاح,A,1,"کرماشاح,ح. صنایع پتروشیمی کرمانشاه",صنعت شیمیایی و حلال‌ها,"بورس,سهام,شاخص,قرارداد",,محصولات شیمیایی
نماد کروی,A,2,"کروی,توسعه‌ معادن‌ روی‌ ایران‌,فلز",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کرویح,A,1,"کرویح,ح. توسعه‌ معادن‌ روی‌ ایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کساپا,A,1,"کساپا,سایپاشیشه‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کساپاح,A,1,"کساپاح,ح. سایپاشیشه‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کساوه,A,1,"کساوه,صنایع‌ کاشی‌ و سرامیک‌ سینا","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کساوهح,A,1,"کساوهح,ح. صنایع‌ کاشی‌ وسرامیک‌ سینا","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کسرا,A,1,"کسرا,سرامیک‌های‌صنعتی‌اردکان‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کسراح,A,1,"کسراح,ح. سرامیک‌های‌صنعتی‌اردکان‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کسرام,A,1,"کسرام,پارس‌ سرام‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کسرامح,A,1,"کسرامح,ح. پارس‌ سرام‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کسعدی,A,1,"کسعدی,کاشی‌ سعدی‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کسعدیح,A,1,"کسعدیح,ح. کاشی‌ سعدی‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کطبس,A,1,"کطبس,ذغال‌سنگ‌ نگین‌ ط‌بس‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج زغال سنگ
نماد کطبسح,A,1,"کطبسح,ح. ذغال‌سنگ‌ نگین‌ ط‌بس‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج زغال سنگ
نماد کفپارس,A,1,"کفپارس,فرآورده‌های‌ نسوز پارس‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کفپارسح,A,1,"کفپارسح,ح. فرآورده‌های‌ نسوز پارس‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کفرا,A,1,"کفرا,فراورده‌ های‌ نسوزایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کفراح,A,1,"کفراح,ح. فراورده‌ های‌ نسوزایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کقزوی,A,1,"کقزوی,شیشه‌ قزوین‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کقزویح,A,1,"کقزویح,ح. شیشه‌ قزوین‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کگاز,A,1,"کگاز,شیشه‌ و گاز",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کگازح,A,1,"کگازح,ح. شیشه‌ و گاز",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کگل,A,1,"کگل,معدنی و صنعتی گل گهر",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کگلح,A,1,"کگلح,ح. معدنی و صنعتی گل گهر",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کلوند,A,1,"کلوند,کاشی‌ الوند","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کلوندح,A,1,"کلوندح,ح. کاشی‌ الوند","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کماسه,A,1,"کماسه,تامین‌ ماسه‌ ریخته‌گری‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج سایر معادن
نماد کماسهح,A,1,"کماسهح,ح. تامین‌ ماسه‌ ریخته‌گری‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج سایر معادن
نماد کمنگنز,A,1,"کمنگنز,معادن‌منگنزایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کمنگنزح,A,1,"کمنگنزح,ح. معادن‌منگنزایران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کنور,A,1,"کنور,توسعه معدنی و صنعتی صبانور",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کنورح,A,1,"کنورح,ح توسعه معدنی و صنعتی صبانور",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,استخراج کانه‌های فلزی
نماد کنیلو,A,1,"کنیلو,کاشی‌ نیلو","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کنیلوح,A,1,"کنیلوح,ح. کاشی‌ نیلو","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کهرام,A,1,"کهرام,تولیدی‌گرانیت‌بهسرام‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کهرامح,A,1,"کهرامح,ح. تولیدی‌گرانیت‌بهسرام‌","صنعت فلزات و معادن,صنعت راه و ساختمان","بورس,سهام,شاخص,قرارداد",,کاشی و سرامیک
نماد کهمدا,A,1,"کهمدا,شیشه‌ همدان‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کهمداح,A,1,"کهمداح,ح. شیشه‌ همدان‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کورز,A,1,"کورز,ورزیران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد کورزح,A,1,"کورزح,ح. ورزیران‌",صنعت فلزات و معادن,"بورس,سهام,شاخص,قرارداد",,سایر محصولات کانی غیرفلزی
نماد لابسا,A,1,"لابسا,آبسال‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لابساح,A,1,"لابساح,ح. آبسال‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لازما,A,1,"لازما,کارخانه آزمایش‌,کارخانه صنعتی آزمایش",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لازماح,A,1,"لازماح,ح. آزمایش‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لبهمن,A,1,"لبهمن,تولیدی‌ بهمن‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لبهمنح,A,1,"لبهمنح,ح. تولیدی‌ بهمن‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لبوتان,A,1,"لبوتان,گروه‌صنعتی‌بوتان‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لبوتانح,A,1,"لبوتانح,ح. گروه‌صنعتی‌بوتان‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لپارس,A,1,"لپارس,پارس‌ الکتریک‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لپارسح,A,1,"لپارسح,ح. پارس‌ الکتریک‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لپویا,A,1,"لپویا,ایران‌ پویا",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لپویاح,A,1,"لپویاح,ح. ایران‌ پویا",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لپیام,A,1,"لپیام,کارخانجات‌ صنعتی‌ پیام‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لپیامح,A,1,"لپیامح,ح. کارخانجات‌ صنعتی‌ پیام‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لجام,A,1,"لجام,تولیدی‌ جام‌ جهان‌ نما",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لجامح,A,1,"لجامح,ح. تولیدی‌ جام‌ جهان‌ نما",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لخانه,A,1,"لخانه,لوازم‌ خانگی‌ پارس‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لخانهح,A,1,"لخانهح,ح. لوازم‌ خانگی‌ پارس‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لخزر,A,1,"لخزر,پارس‌ خزر",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لخزرح,A,1,"لخزرح,ح. پارس‌ خزر",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لسرما,A,1,"لسرما,سرما آفرین‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لسرماح,A,1,"لسرماح,ح. سرما آفرین‌",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد لکما,A,1,"لکما,کارخانجات‌مخابراتی‌ایران‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لکماح,A,1,"لکماح,ح. کارخانجات‌مخابراتی‌ایران‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لمخابر,A,1,"لمخابر,صنایع‌مخابراتی‌راه‌دورایران‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد لمخابرح,A,1,"لمخابرح,ح. ‌مخابراتی‌راه‌دورایران‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,ساخت دستگاه‌ها و وسایل ارتباطی
نماد ما,A,1,بیمه ما,صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بیمه وصندوق بازنشستگی به جزتامین اجتماعی
نماد مبین,A,1,"مبین,پتروشیمی مبین",,"بورس,سهام,شاخص,قرارداد",,"عرضه برق, گاز, بخاروآب گرم"
نماد مداران,A,1,"مداران,داده‌پردازی‌ایران‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,رایانه و فعالیت‌های وابسته به آن
نماد مدارانح,A,1,"مدارانح,ح. داده‌پردازی‌ایران‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,رایانه و فعالیت‌های وابسته به آن
نماد مرقام,A,1,"مرقام,ایران‌ارقام‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,رایانه و فعالیت‌های وابسته به آن
نماد مرقامح,A,1,"مرقامح,ح. ایران‌ارقام‌",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,رایانه و فعالیت‌های وابسته به آن
نماد ملت,A,1,بیمه ملت,صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بیمه وصندوق بازنشستگی به جزتامین اجتماعی
نماد ملتح,A,1,"ملتح,ح. بیمه ملت",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بیمه وصندوق بازنشستگی به جزتامین اجتماعی
نماد نبروج,A,1,"نبروج,نساجی‌ بروجرد",صنعت نساجی و پوشاک,"بورس,سهام,شاخص,قرارداد",,منسوجات
نماد نبروجح,A,1,"نبروجح,ح. نساجی‌ بروجرد",صنعت نساجی و پوشاک,"بورس,سهام,شاخص,قرارداد",,منسوجات
نماد نبورس,A,1,"نبورس,نهادهای مالی بورس اوراق بهادار",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,فعالیتهای کمکی به نهادهای مالی واسط
نماد نتوس,A,1,"نتوس,پشم‌ بافی‌ توس‌",صنعت نساجی و پوشاک,"بورس,سهام,شاخص,قرارداد",,منسوجات
نماد نتوسح,A,1,"نتوسح,ح. پشم‌ بافی‌ توس‌",صنعت نساجی و پوشاک,"بورس,سهام,شاخص,قرارداد",,منسوجات
نماد نمرینو,A,1,"نمرینو,ایران‌ مرینوس‌",صنعت نساجی و پوشاک,"بورس,سهام,شاخص,قرارداد",,منسوجات
نماد نمرینوح,A,1,"نمرینوح,ح. ایران‌ مرینوس‌",صنعت نساجی و پوشاک,"بورس,سهام,شاخص,قرارداد",,منسوجات
نماد همراه,A,1,"همراه,شرکت ارتباطات سیار ایران",ارتباطات و فناوری اطلاعات,"بورس,سهام,شاخص,قرارداد",,مخابرات
نماد وآذر,A,1,"وآذر,سرمایه‌گذاری‌توسعه‌آذربایجان‌",صنعت راه و ساختمان,"بورس,سهام,شاخص,قرارداد",,"انبوه سازی, املاک و مستغلات"
نماد وآذرح,A,1,"وآذرح,ح. ‌توسعه‌آذربایجان‌",صنعت راه و ساختمان,"بورس,سهام,شاخص,قرارداد",,"انبوه سازی, املاک و مستغلات"
نماد وآردل,A,1,"وآردل,سرمایه‌گذاری‌کارآفرین‌ (هلدینگ‌)",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد وآردلح,A,1,"وآردلح,ح. ‌کارآفرین‌ (هلدینگ‌)",صنعت خودرو,"بورس,سهام,شاخص,قرارداد",,ماشین آلات و تجهیزات
نماد واتی,A,1,"واتی,سرمایه‌ گذاری‌ آتیه‌ دماوند",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,سرمایه گذاریها
نماد واتیح,A,1,"واتیح,ح. سرمایه‌ گذاری‌آتیه‌ دماوند",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,سرمایه گذاریها
نماد واعتبار,A,1,"واعتبار,سرمایه گذاری اعتبار ایران",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,واسطه‌گری‌های مالی و پولی
نماد واعتبارح,A,1,"واعتبارح,ح. سرمایه گذاری اعتبار ایران",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,واسطه‌گری‌های مالی و پولی
نماد والبر,A,1,"والبر,سرمایه‌ گذاری‌ البرز (هلدینگ‌)",صنعت ابزار پزشکی و دارو,"بورس,سهام,شاخص,قرارداد",,مواد و محصولات دارویی
نماد والبرح,A,1,"والبرح,ح. سرمایه گذاری‌البرز (هلدینگ‌)",صنعت ابزار پزشکی و دارو,"بورس,سهام,شاخص,قرارداد",,مواد و محصولات دارویی
نماد وامید,A,1,"وامید,گروه مدیریت سرمایه گذاری امید",,"بورس,سهام,شاخص,قرارداد",,شرکتهای چند رشته‌ای صنعتی
نماد وامیدح,A,1,"وامیدح,ح. گروه مدیریت سرمایه گذار امید",,"بورس,سهام,شاخص,قرارداد",,شرکتهای چند رشته‌ای صنعتی
نماد وانصار,A,1,"وانصار,بانک انصار",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بانکها و موسسات اعتباری
نماد وانصارح,A,1,"وانصارح,ح. بانک انصار",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بانکها و موسسات اعتباری
نماد وایران,A,1,"وایران,لیزینگ ایرانیان",,"بورس,سهام,شاخص,قرارداد",,سایر واسطه گریهای مالی
نماد وبانک,A,1,"وبانک,سرمایه گذاری گروه توسعه ملی",,"بورس,سهام,شاخص,قرارداد",,شرکتهای چند رشته‌ای صنعتی
نماد وبانکح,A,1,"وبانکح,ح. سرمایه گذاری گروه توسعه ملی",,"بورس,سهام,شاخص,قرارداد",,شرکتهای چند رشته‌ای صنعتی
نماد وبشهر,A,1,"وبشهر,توسعه‌ صنایع‌ بهشهر (هلدینگ)",صنعت غذا و کشاورزی,"بورس,سهام,شاخص,قرارداد",,محصولات غذایی و آشامیدنی به جز قند و شکر
نماد وبشهرح,A,1,"وبشهرح,ح. صنایع‌ بهشهر (هلدینگ",صنعت غذا و کشاورزی,"بورس,سهام,شاخص,قرارداد",,محصولات غذایی و آشامیدنی به جز قند و شکر
نماد وبصادر,A,1,"وبصادر,بانک صادرات ایران",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بانکها و موسسات اعتباری
نماد وبملت,A,1,"وبملت,بانک ملت",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بانکها و موسسات اعتباری
نماد وبملتح,A,1,"وبملتح,ح. بانک ملت",صنعت بانک و بیمه,"بورس,سهام,شاخص,قرارداد",,بانکها و موسسات اعتباری
